text,label,source,domain,,,,,
Horas de estudo de máquinas e comissionamento,1,artigo5.txt,cti,,,,,
Grau de saturação no uso da Fonte de Luz Síncrotron,1,artigo5.txt,cti,,,,,
Custo por proposta realizada nas instalações abertas,1,artigo5.txt,cti,,,,,
Número de propostas realizadas,1,artigo5.txt,cti,,,,,
Índice de ocupação das linhas de luz,1,artigo5.txt,cti,,,,,
Índice de satisfação dos usuários,1,artigo5.txt,cti,,,,,
Número total de publicações,1,artigo5.txt,cti,,,,,
Publicações em revistas com fator de impacto maior do que 5,1,artigo5.txt,cti,,,,,
Publicações resultantes por pesquisador da ABTLuS,1,artigo5.txt,cti,,,,,
Taxa de orientação de pós-graduados,1,artigo5.txt,cti,,,,,
Taxa de supervisão de pós-doutores,1,artigo5.txt,cti,,,,,
Número de memorandos técnicos disponíveis na Internet,1,artigo5.txt,cti,,,,,
Número de projetos de desenvolvimento tecnológico,1,artigo5.txt,cti,,,,,
Número de técnicos externos treinados,1,artigo5.txt,cti,,,,,
Horas de treinamento por funcionário,1,artigo5.txt,cti,,,,,
Alavancagem de recursos do Contrato de Gestão,1,artigo5.txt,cti,,,,,
Horas de treinamento de técnicos externos treinados,1,artigo5.txt,cti,,,,,
Horas de treinamento de pesquisadores externos treinados,1,artigo5.txt,cti,,,,,
Nível de incerteza dos cenários externos (relevância das novas tecnologias),1,artigo5.txt,cti,,,,,
Cooperações internacionais,1,artigo5.txt,cti,,,,,
Novas tecnologias desenvolvidas (spin off de tecnologias),1,artigo5.txt,cti,,,,,
Novas áreas de atuação induzidas,1,artigo5.txt,cti,,,,,
Percepção da comunidade científica e da sociedade,1,artigo5.txt,cti,,,,,
Capacidade de acompanhar as evoluções científicas e tecnológicas,1,artigo5.txt,cti,,,,,
Qualidade das publicações,1,artigo5.txt,cti,,,,,
Publicações geradas pela existência da Fonte de Luz Síncrotron,1,artigo5.txt,cti,,,,,
Posição relativa da pesquisa do LNLS no contexto internacional,1,artigo5.txt,cti,,,,,
Taxa de publicação por pesquisador interno,1,artigo5.txt,cti,,,,,
Disponibilidade de uso no tempo programado (anel e estações experimentais),1,artigo5.txt,cti,,,,,
Nível de satisfação dos usuários Atual,1,artigo5.txt,cti,,,,,
Capacidade de instrumentação científica,1,artigo5.txt,cti,,,,,
Inovações introduzidas por demanda dos usuários,1,artigo5.txt,cti,,,,,
Uso das instalações por usuários externos (por regiões do país e exterior),1,artigo5.txt,cti,,,,,
Taxa de renovação dos grupos de usuários,1,artigo5.txt,cti,,,,,
Experimentos realizados em multi-instalações em multidisciplinares,1,artigo5.txt,cti,,,,,
Projetos de pesquisa realizados,1,artigo5.txt,cti,,,,,
Taxa de continuidade dos grupos de pesquisas externos,1,artigo5.txt,cti,,,,,
Nível de efetividade da pesquisa realizada,1,artigo5.txt,cti,,,,,
Atratividade de recursos humanos em áreas estratégicas,1,artigo5.txt,cti,,,,,
Retenção de recursos humanos em áreas estratégicas,1,artigo5.txt,cti,,,,,
Rotatividade de recursos humanos qualificados,1,artigo5.txt,cti,,,,,
Nível de satisfação do pessoal interno,1,artigo5.txt,cti,,,,,
Treinamento de usuários e de funcionários,1,artigo5.txt,cti,,,,,
Estabilidade orçamentária,1,artigo5.txt,cti,,,,,
Continuidade do fluxo de recursos,1,artigo5.txt,cti,,,,,
Nível de investimento,1,artigo5.txt,cti,,,,,
Custo de operação das instalações abertas,1,artigo5.txt,cti,,,,,
Alavancagem de recursos com projetos de fontes diversas,1,artigo5.txt,cti,,,,,
Novos projetos aprovados em agências de fomento,1,artigo5.txt,cti,,,,,
Qualidade e flexibilidade da gestão,1,artigo5.txt,cti,,,,,
Projetos realizados no prazo e orçamento pactuado,1,artigo5.txt,cti,,,,,
Inovações introduzidas nas instalações abertas,1,artigo5.txt,cti,,,,,
Equilíbrio do portfólio de projetos de investimento,1,artigo5.txt,cti,,,,,
Inserção da comunicação nos grupos de interesse,1,artigo5.txt,cti,,,,,
aggregate innovation measures,1,artigo6.txt,cti,,,,,
ambidextrous green innovation,1,artigo6.txt,cti,,,,,
audit indicators,1,artigo6.txt,cti,,,,,
carbon emissions,1,artigo6.txt,cti,,,,,
certification indicators,1,artigo6.txt,cti,,,,,
change in competencies and resources,1,artigo6.txt,cti,,,,,
change in cost structures,1,artigo6.txt,cti,,,,,
change in partnerships,1,artigo6.txt,cti,,,,,
change in processes and structures,1,artigo6.txt,cti,,,,,
change in revenue models,1,artigo6.txt,cti,,,,,
change in technology or equipment,1,artigo6.txt,cti,,,,,
change-type measures,1,artigo6.txt,cti,,,,,
changes in communication structures,1,artigo6.txt,cti,,,,,
changes in organisational routines,1,artigo6.txt,cti,,,,,
changes in productivity,1,artigo6.txt,cti,,,,,
clean production indicators,1,artigo6.txt,cti,,,,,
cleaner technology,1,artigo6.txt,cti,,,,,
coal consumption,1,artigo6.txt,cti,,,,,
competition intensity,1,artigo6.txt,cti,,,,,
competitiveness,1,artigo6.txt,cti,,,,,
competitor involvement,1,artigo6.txt,cti,,,,,
conceptualising,1,artigo6.txt,cti,,,,,
consultancy firm involvement,1,artigo6.txt,cti,,,,,
coproducing and orchestrating,1,artigo6.txt,cti,,,,,
cost indicators,1,artigo6.txt,cti,,,,,
cost of collaborative development,1,artigo6.txt,cti,,,,,
coupled open innovation activities,1,artigo6.txt,cti,,,,,
customer cooperation indicators,1,artigo6.txt,cti,,,,,
customer involvement,1,artigo6.txt,cti,,,,,
diversity of technological areas covered by patents,1,artigo6.txt,cti,,,,,
dummy variable for innovation adoption,1,artigo6.txt,cti,,,,,
dummy variable for product innovation,1,artigo6.txt,cti,,,,,
dynamic service innovation capabilities,1,artigo6.txt,cti,,,,,
eco-innovation performance indicators,1,artigo6.txt,cti,,,,,
economic output of green innovation,1,artigo6.txt,cti,,,,,
electricity consumption,1,artigo6.txt,cti,,,,,
emissions reduction indicators,1,artigo6.txt,cti,,,,,
energy conservation indicators,1,artigo6.txt,cti,,,,,
environmental taxes,1,artigo6.txt,cti,,,,,
exploitative green innovation,1,artigo6.txt,cti,,,,,
exploratory green innovation,1,artigo6.txt,cti,,,,,
extent-of-use-type measures,1,artigo6.txt,cti,,,,,
external innovation sources score,1,artigo6.txt,cti,,,,,
external knowledge breadth,1,artigo6.txt,cti,,,,,
external knowledge depth,1,artigo6.txt,cti,,,,,
financial investment indicators,1,artigo6.txt,cti,,,,,
financial reports,1,artigo6.txt,cti,,,,,
government support,1,artigo6.txt,cti,,,,,
green innovation investment capability,1,artigo6.txt,cti,,,,,
green technology,1,artigo6.txt,cti,,,,,
green technology r&d capability,1,artigo6.txt,cti,,,,,
improved products indicators,1,artigo6.txt,cti,,,,,
improved services indicators,1,artigo6.txt,cti,,,,,
improved task performance,1,artigo6.txt,cti,,,,,
in-licensing costs,1,artigo6.txt,cti,,,,,
industrial waste recycling,1,artigo6.txt,cti,,,,,
industry–academia collaboration,1,artigo6.txt,cti,,,,,
innovation counts,1,artigo6.txt,cti,,,,,
innovation efficiency,1,artigo6.txt,cti,,,,,
innovation incentives,1,artigo6.txt,cti,,,,,
innovation subsidies,1,artigo6.txt,cti,,,,,
innovation-related financial metrics,1,artigo6.txt,cti,,,,,
innovation-related intangibles,1,artigo6.txt,cti,,,,,
inside-out open innovation activities,1,artigo6.txt,cti,,,,,
ip licensing revenues,1,artigo6.txt,cti,,,,,
management input ratio,1,artigo6.txt,cti,,,,,
management investment indicators,1,artigo6.txt,cti,,,,,
management strategy indicators,1,artigo6.txt,cti,,,,,
management systems,1,artigo6.txt,cti,,,,,
managerial creativity,1,artigo6.txt,cti,,,,,
manufacturing process patents,1,artigo6.txt,cti,,,,,
market demand,1,artigo6.txt,cti,,,,,
market position,1,artigo6.txt,cti,,,,,
market share,1,artigo6.txt,cti,,,,,
materials indicators,1,artigo6.txt,cti,,,,,
measures related to innovation features,1,artigo6.txt,cti,,,,,
monitoring and control systems,1,artigo6.txt,cti,,,,,
natural resource consumption,1,artigo6.txt,cti,,,,,
network engagement,1,artigo6.txt,cti,,,,,
new client interface,1,artigo6.txt,cti,,,,,
new management systems,1,artigo6.txt,cti,,,,,
new markets,1,artigo6.txt,cti,,,,,
new products,1,artigo6.txt,cti,,,,,
new products indicators,1,artigo6.txt,cti,,,,,
new service concept,1,artigo6.txt,cti,,,,,
new service delivery system,1,artigo6.txt,cti,,,,,
new services,1,artigo6.txt,cti,,,,,
new services indicators,1,artigo6.txt,cti,,,,,
non-polluting materials,1,artigo6.txt,cti,,,,,
number of managerial improvements,1,artigo6.txt,cti,,,,,
number of patents filed,1,artigo6.txt,cti,,,,,
number of patents granted,1,artigo6.txt,cti,,,,,
number of personnel engaged in innovation-related activities,1,artigo6.txt,cti,,,,,
number of process innovations,1,artigo6.txt,cti,,,,,
oil consumption,1,artigo6.txt,cti,,,,,
openness to change,1,artigo6.txt,cti,,,,,
ordinal variable for innovation intensity,1,artigo6.txt,cti,,,,,
organisational policies and practices,1,artigo6.txt,cti,,,,,
outside-in open innovation activities,1,artigo6.txt,cti,,,,,
outsourcing of r&d services,1,artigo6.txt,cti,,,,,
patent activity across countries,1,artigo6.txt,cti,,,,,
patent citations,1,artigo6.txt,cti,,,,,
patent filings,1,artigo6.txt,cti,,,,,
patent indicators,1,artigo6.txt,cti,,,,,
percentage of employees with bachelor’s degree,1,artigo6.txt,cti,,,,,
percentage of r&d funds relative to sales,1,artigo6.txt,cti,,,,,
personnel training indicators,1,artigo6.txt,cti,,,,,
proactiveness,1,artigo6.txt,cti,,,,,
process capability,1,artigo6.txt,cti,,,,,
process improvement indicators,1,artigo6.txt,cti,,,,,
process innovation introduction,1,artigo6.txt,cti,,,,,
process innovation ordinal scale,1,artigo6.txt,cti,,,,,
product development time,1,artigo6.txt,cti,,,,,
product innovation capacity,1,artigo6.txt,cti,,,,,
product-related output indicators,1,artigo6.txt,cti,,,,,
production process indicators,1,artigo6.txt,cti,,,,,
profitability indicators,1,artigo6.txt,cti,,,,,
r&d expenditure,1,artigo6.txt,cti,,,,,
r&d input ratio,1,artigo6.txt,cti,,,,,
r&d metrics,1,artigo6.txt,cti,,,,,
r&d spending,1,artigo6.txt,cti,,,,,
range and depth of innovation activities,1,artigo6.txt,cti,,,,,
recyclable materials,1,artigo6.txt,cti,,,,,
reduction of co2 emissions,1,artigo6.txt,cti,,,,,
reduction of energy use,1,artigo6.txt,cti,,,,,
reduction of environmental risk,1,artigo6.txt,cti,,,,,
reduction of noise pollution,1,artigo6.txt,cti,,,,,
reduction of pollution,1,artigo6.txt,cti,,,,,
reduction of resource use,1,artigo6.txt,cti,,,,,
reduction of water pollution,1,artigo6.txt,cti,,,,,
remanufactured materials,1,artigo6.txt,cti,,,,,
renewable energy indicators,1,artigo6.txt,cti,,,,,
renewable energy use,1,artigo6.txt,cti,,,,,
reusable materials,1,artigo6.txt,cti,,,,,
revenue from new products,1,artigo6.txt,cti,,,,,
revenue indicators,1,artigo6.txt,cti,,,,,
revenues from collaborative development,1,artigo6.txt,cti,,,,,
revenues from r&d services,1,artigo6.txt,cti,,,,,
risk-taking,1,artigo6.txt,cti,,,,,
scale of innovation efforts,1,artigo6.txt,cti,,,,,
scaling and stretching,1,artigo6.txt,cti,,,,,
sensing user needs,1,artigo6.txt,cti,,,,,
service innovation performance maturity levels,1,artigo6.txt,cti,,,,,
sewage discharge,1,artigo6.txt,cti,,,,,
social effect of green innovation,1,artigo6.txt,cti,,,,,
spin-offs,1,artigo6.txt,cti,,,,,
staff-related supply chain indicators,1,artigo6.txt,cti,,,,,
stakeholder cooperation,1,artigo6.txt,cti,,,,,
strategic alliances,1,artigo6.txt,cti,,,,,
supplier cooperation,1,artigo6.txt,cti,,,,,
supplier cooperation indicators,1,artigo6.txt,cti,,,,,
supplier involvement,1,artigo6.txt,cti,,,,,
supply chain r&d investment,1,artigo6.txt,cti,,,,,
survey-based innovation indicators,1,artigo6.txt,cti,,,,,
technological innovation capability,1,artigo6.txt,cti,,,,,
technological innovation efficiency,1,artigo6.txt,cti,,,,,
technological investments,1,artigo6.txt,cti,,,,,
technology choice,1,artigo6.txt,cti,,,,,
technology indicators,1,artigo6.txt,cti,,,,,
total turnover sales from innovative products,1,artigo6.txt,cti,,,,,
use-type measures,1,artigo6.txt,cti,,,,,
value capture change,1,artigo6.txt,cti,,,,,
value creation change,1,artigo6.txt,cti,,,,,
value proposition change,1,artigo6.txt,cti,,,,,
water consumption,1,artigo6.txt,cti,,,,,
web mining indicators,1,artigo6.txt,cti,,,,,
The intensity of local competition,1,artigo7.txt,cti,,,,,
ICT and business model building,1,artigo7.txt,cti,,,,,
"Trade, competition and market scale",1,artigo7.txt,cti,,,,,
Work environment,1,artigo7.txt,cti,,,,,
Scope of the market,1,artigo7.txt,cti,,,,,
"PISA scales in reading, mathematics and science",1,artigo7.txt,cti,,,,,
ICT and organizational model building,1,artigo7.txt,cti,,,,,
Foreign market size,1,artigo7.txt,cti,,,,,
Government online service,1,artigo7.txt,cti,,,,,
E-participation,1,artigo7.txt,cti,,,,,
Scientists and engineers,1,artigo7.txt,cti,,,,,
Reading time expectation,1,artigo7.txt,cti,,,,,
Accessibility to the latest technologies,1,artigo7.txt,cti,,,,,
ICT related laws,1,artigo7.txt,cti,,,,,
Value chain width,1,artigo7.txt,cti,,,,,
Staff training scope,1,artigo7.txt,cti,,,,,
Internet access in schools,1,artigo7.txt,cti,,,,,
Local availability of customized education services,1,artigo7.txt,cti,,,,,
Innovation capacity,1,artigo7.txt,cti,,,,,
Quality of scientific research institutions,1,artigo7.txt,cti,,,,,
Production process development,1,artigo7.txt,cti,,,,,
Innovation,1,artigo7.txt,cti,,,,,
Access to Information and Communication Technologies,1,artigo7.txt,cti,,,,,
"Labour force participation, female",1,artigo7.txt,cti,,,,,
University-industry cooperation in R&D,1,artigo7.txt,cti,,,,,
Economic cluster development,1,artigo7.txt,cti,,,,,
Ease of access to credits,1,artigo7.txt,cti,,,,,
Environmental performance,1,artigo7.txt,cti,,,,,
ICT Development Index (IDI),1,artigo7.txt,cti,,,,,
Transparency in government policies,1,artigo7.txt,cti,,,,,
Political environment,1,artigo7.txt,cti,,,,,
State supply of high-tech products,1,artigo7.txt,cti,,,,,
Quality of mathematics and science education,1,artigo7.txt,cti,,,,,
Regulatory environment,1,artigo7.txt,cti,,,,,
R&D expenditures of companies,1,artigo7.txt,cti,,,,,
Science and engineering graduates,1,artigo7.txt,cti,,,,,
Use of Information and Communication Technologies (ICT),1,artigo7.txt,cti,,,,,
Enrollment in higher education,1,artigo7.txt,cti,,,,,
Employment in knowledge-intensive services,1,artigo7.txt,cti,,,,,
R&D studies financed by commercial enterprises,1,artigo7.txt,cti,,,,,
Citations per publication,1,artigo7.txt,cti,,,,,
Women’s employment,1,artigo7.txt,cti,,,,,
Energy density level of primary energy,1,artigo7.txt,cti,,,,,
"State spending per student, at the tertiary level",1,artigo7.txt,cti,,,,,
GDP per unit energy use,1,artigo7.txt,cti,,,,,
High technology import,1,artigo7.txt,cti,,,,,
Quacquarelli Symonds (QS) university rank,1,artigo7.txt,cti,,,,,
R&D expenses of the top three global companies,1,artigo7.txt,cti,,,,,
The productivity and impact of a scientist or publication,1,artigo7.txt,cti,,,,,
Fuel import,1,artigo7.txt,cti,,,,,
Trade,1,artigo7.txt,cti,,,,,
Real GDP growth,1,artigo7.txt,cti,,,,,
ICT services import,1,artigo7.txt,cti,,,,,
Total gross R&D expenditure,1,artigo7.txt,cti,,,,,
Exports of goods and services,1,artigo7.txt,cti,,,,,
Average monthly net income,1,artigo7.txt,cti,,,,,
Researchers,1,artigo7.txt,cti,,,,,
Value-added of the services industry,1,artigo7.txt,cti,,,,,
GDP per capita,1,artigo7.txt,cti,,,,,
CO2 emissions,1,artigo7.txt,cti,,,,,
Intellectual property payments,1,artigo7.txt,cti,,,,,
Trademark application,1,artigo7.txt,cti,,,,,
State Activity,1,artigo7.txt,cti,,,,,
High technology export except for re-export,1,artigo7.txt,cti,,,,,
ISO 14001 Environmental Certificates,1,artigo7.txt,cti,,,,,
Unemployment,1,artigo7.txt,cti,,,,,
R&D studies carried out by commercial enterprises,1,artigo7.txt,cti,,,,,
Cultural and creative service export,1,artigo7.txt,cti,,,,,
Participation and Accountability,1,artigo7.txt,cti,,,,,
Renewable energy consumption,1,artigo7.txt,cti,,,,,
Creative goods export,1,artigo7.txt,cti,,,,,
Renewable electric power,1,artigo7.txt,cti,,,,,
Joint venture strategic alliance opportunities,1,artigo7.txt,cti,,,,,
ICT services export,1,artigo7.txt,cti,,,,,
Effectiveness of law-making institutions,1,artigo7.txt,cti,,,,,
Competitive advantage,1,artigo7.txt,cti,,,,,
Venture capital availability,1,artigo7.txt,cti,,,,,
Country capacity to retain talent,1,artigo7.txt,cti,,,,,
Quality of the education system,1,artigo7.txt,cti,,,,,
"State funding/student, secondary school level",1,artigo7.txt,cti,,,,,
Judicial independence,1,artigo7.txt,cti,,,,,
Education expenses,1,artigo7.txt,cti,,,,,
Political Stability and Violence/Absence of Terrorism,1,artigo7.txt,cti,,,,,
Investment,1,artigo7.txt,cti,,,,,
Credit,1,artigo7.txt,cti,,,,,
Effectiveness of government spending,1,artigo7.txt,cti,,,,,
Nepotism in government decisions,1,artigo7.txt,cti,,,,,
Industrialization intensity,1,artigo7.txt,cti,,,,,
The medium and high tech industry,1,artigo7.txt,cti,,,,,
Diversion of public funds,1,artigo7.txt,cti,,,,,
International scientific cooperation,1,artigo7.txt,cti,,,,,
Value-added of industry (including construction),1,artigo7.txt,cti,,,,,
Fossil fuel energy consumption,1,artigo7.txt,cti,,,,,
Public trust in politicians,1,artigo7.txt,cti,,,,,
High technology and medium high technology production,1,artigo7.txt,cti,,,,,
Patent applications made by the citizens of the country,1,artigo7.txt,cti,,,,,
"Added-value of agriculture, forestry and fisheries sectors",1,artigo7.txt,cti,,,,,
Added-value of the manufacturing sector,1,artigo7.txt,cti,,,,,
Energy import,1,artigo7.txt,cti,,,,,
Alternative and nuclear energy,1,artigo7.txt,cti,,,,,
Foreign student mobility in higher education,1,artigo7.txt,cti,,,,,
International patent applications,1,artigo7.txt,cti,,,,,
Creating a mobile application,1,artigo7.txt,cti,,,,,
Number of patent families made by nationals of the country,1,artigo7.txt,cti,,,,,
Industrial designs,1,artigo7.txt,cti,,,,,
Intellectual property usage fees not elsewhere classified,1,artigo7.txt,cti,,,,,
Ore and metal export,1,artigo7.txt,cti,,,,,
Venture capital agreements,1,artigo7.txt,cti,,,,,
The attributional effect of scientific production,1,artigo7.txt,cti,,,,,
Scientific and technical journal articles,1,artigo7.txt,cti,,,,,
"Intellectual property usage fees, payments",1,artigo7.txt,cti,,,,,
Total greenhouse gas emissions,1,artigo7.txt,cti,,,,,
Nitrous oxide emissions,1,artigo7.txt,cti,,,,,
Methane emissions,1,artigo7.txt,cti,,,,,
Adjusted savings: energy consumption,1,artigo7.txt,cti,,,,,
Taxa de mortalidade infantil por 1.000 nascidos vivos,0,legado,saude,,,,,
Taxa de mortalidade neonatal por 1.000 nascidos vivos,0,legado,saude,,,,,
Taxa de mortalidade materna por 100.000 nascidos vivos,0,legado,saude,,,,,
Taxa de mortalidade por doenças cardiovasculares por 100.000 hab.,0,legado,saude,,,,,
Taxa de mortalidade por neoplasias malignas por 100.000 hab.,0,legado,saude,,,,,
Taxa de mortalidade por causas externas por 100.000 hab.,0,legado,saude,,,,,
Taxa de mortalidade por diabetes mellitus por 100.000 hab.,0,legado,saude,,,,,
Taxa de mortalidade por tuberculose por 100.000 hab.,0,legado,saude,,,,,
Taxa de mortalidade por HIV/AIDS por 100.000 hab.,0,legado,saude,,,,,
"Years of potential life lost per 100,000 population",0,legado,saude,,,,,
"Under-five mortality rate per 1,000 live births",0,legado,saude,,,,,
"Maternal mortality ratio per 100,000 live births",0,legado,saude,,,,,
Age-standardized mortality rate for cardiovascular diseases,0,legado,saude,,,,,
Taxa de mortalidade por suicídio por 100.000 hab.,0,legado,saude,,,,,
Taxa de mortalidade perinatal por 1.000 nascimentos,0,legado,saude,,,,,
Proporção de óbitos investigados (%),0,legado,saude,,,,,
"Crude death rate per 1,000 population",0,legado,saude,,,,,
Life expectancy at birth (years),0,legado,saude,,,,,
Expectativa de vida ao nascer (anos),0,legado,saude,,,,,
Healthy life expectancy at birth (years),0,legado,saude,,,,,
Taxa de mortalidade por septicemia por 100.000 hab.,0,legado,saude,,,,,
Taxa de mortalidade por acidentes de trânsito por 100.000 hab.,0,legado,saude,,,,,
Taxa de mortalidade por doença de Alzheimer por 100.000 hab.,0,legado,saude,,,,,
Premature mortality from non-communicable diseases (%),0,legado,saude,,,,,
Taxa de anos de vida perdidos por morte prematura,0,legado,saude,,,,,
Taxa de incidência de dengue por 100.000 hab.,0,legado,saude,,,,,
Taxa de incidência de tuberculose por 100.000 hab.,0,legado,saude,,,,,
Taxa de incidência de HIV/AIDS por 100.000 hab.,0,legado,saude,,,,,
Taxa de incidência de leishmaniose visceral por 100.000 hab.,0,legado,saude,,,,,
Taxa de incidência de hepatite B por 100.000 hab.,0,legado,saude,,,,,
Prevalência de hipertensão arterial sistêmica na população adulta (%),0,legado,saude,,,,,
Prevalência de diabetes mellitus na população adulta (%),0,legado,saude,,,,,
Prevalência de obesidade em adultos (%),0,legado,saude,,,,,
"Incidence rate of tuberculosis per 100,000 population",0,legado,saude,,,,,
Prevalence of anemia in children under 5 (%),0,legado,saude,,,,,
Taxa de incidência de malária por 100.000 hab.,0,legado,saude,,,,,
Taxa de incidência de sífilis congênita por 1.000 nascidos vivos,0,legado,saude,,,,,
Taxa de internação por condições sensíveis à atenção básica,0,legado,saude,,,,,
Prevalência de tabagismo na população adulta (%),0,legado,saude,,,,,
Taxa de incidência de meningite bacteriana por 100.000 hab.,0,legado,saude,,,,,
Proporção de crianças com desnutrição aguda (%),0,legado,saude,,,,,
"Hospital admission rate for cardiovascular diseases per 100,000",0,legado,saude,,,,,
Prevalência de transtornos mentais comuns na população (%),0,legado,saude,,,,,
Taxa de incidência de COVID-19 por 100.000 hab.,0,legado,saude,,,,,
Taxa de incidência de câncer de mama por 100.000 mulheres,0,legado,saude,,,,,
"Incidence of occupational accidents per 10,000 workers",0,legado,saude,,,,,
Cobertura do tratamento de tuberculose (%),0,legado,saude,,,,,
Proporção de crianças com anemia ferropriva (%),0,legado,saude,,,,,
Notificações de violência doméstica por 100.000 hab.,0,legado,saude,,,,,
Proportional morbidity from communicable diseases (%),0,legado,saude,,,,,
Número de médicos por 1.000 habitantes,0,legado,saude,,,,,
Número de leitos hospitalares por 1.000 habitantes,0,legado,saude,,,,,
Número de enfermeiros por 1.000 habitantes,0,legado,saude,,,,,
"Density of hospitals per 100,000 population",0,legado,saude,,,,,
Cobertura da Estratégia Saúde da Família (%),0,legado,saude,,,,,
Proporção da população com acesso ao sistema de saúde (%),0,legado,saude,,,,,
Número de equipamentos de hemodiálise por 100.000 hab.,0,legado,saude,,,,,
Disponibilidade de leitos de UTI por 100.000 hab.,0,legado,saude,,,,,
Proporção de partos assistidos por profissional de saúde (%),0,legado,saude,,,,,
Out-of-pocket health expenditure as % of total health expenditure,0,legado,saude,,,,,
Gasto público em saúde como percentual do PIB,0,legado,saude,,,,,
Despesa per capita em saúde (R$),0,legado,saude,,,,,
Government health expenditure per capita (US$),0,legado,saude,,,,,
Total health expenditure as % of GDP,0,legado,saude,,,,,
Número de transplantes realizados por 1.000.000 hab.,0,legado,saude,,,,,
Taxa de readmissão hospitalar em 30 dias (%),0,legado,saude,,,,,
Hospital bed occupancy rate (%),0,legado,saude,,,,,
Taxa de utilização de consultas médicas per capita,0,legado,saude,,,,,
Número de agentes comunitários de saúde por 1.000 hab.,0,legado,saude,,,,,
Proporção de hospitais com acreditação hospitalar (%),0,legado,saude,,,,,
Taxa de mortalidade em menores de 5 anos por 1.000 nascidos vivos,0,legado,saude,,,,,
Proporção de partos cesáreos (%),0,legado,saude,,,,,
Cobertura de consultas de pré-natal (%),0,legado,saude,,,,,
Proporção de recém-nascidos com baixo peso ao nascer (%),0,legado,saude,,,,,
Prevalência de aleitamento materno exclusivo até 6 meses (%),0,legado,saude,,,,,
Taxa de gravidez na adolescência por 1.000 mulheres de 10-19 anos,0,legado,saude,,,,,
Taxa de prematuridade — nascidos com menos de 37 semanas (%),0,legado,saude,,,,,
Cobertura de triagem neonatal (teste do pezinho) (%),0,legado,saude,,,,,
Stunting rate among children under 5 (%),0,legado,saude,,,,,
Wasting rate among children under 5 (%),0,legado,saude,,,,,
Taxa de fecundidade total (filhos por mulher),0,legado,saude,,,,,
Taxa de cobertura de planejamento familiar (%),0,legado,saude,,,,,
Proporção de gestantes com sífilis tratada adequadamente (%),0,legado,saude,,,,,
Cobertura de consultas puerperais no pós-parto (%),0,legado,saude,,,,,
Proporção de crianças com desenvolvimento adequado até 2 anos (%),0,legado,saude,,,,,
Taxa de nascidos vivos por mães sem pré-natal (%),0,legado,saude,,,,,
Cobertura vacinal contra poliomielite (%),0,legado,saude,,,,,
Cobertura vacinal contra sarampo (%),0,legado,saude,,,,,
Cobertura vacinal contra hepatite B (%),0,legado,saude,,,,,
Cobertura da vacina BCG em recém-nascidos (%),0,legado,saude,,,,,
"Vaccine coverage for DTP (diphtheria, tetanus, pertussis) (%)",0,legado,saude,,,,,
Proportion of children fully immunized by age 1 (%),0,legado,saude,,,,,
Cobertura de vacinação contra influenza em idosos (%),0,legado,saude,,,,,
Cobertura de vacinação contra HPV em adolescentes (%),0,legado,saude,,,,,
Taxa de abandono vacinal (%),0,legado,saude,,,,,
Percentual de municípios com cobertura vacinal adequada (%),0,legado,saude,,,,,
Cobertura da vacina meningocócica C em crianças (%),0,legado,saude,,,,,
Cobertura vacinal contra varicela em crianças (%),0,legado,saude,,,,,
Taxa de eventos adversos pós-vacinação por 100.000 doses,0,legado,saude,,,,,
Proportion of healthcare workers vaccinated against influenza (%),0,legado,saude,,,,,
Cobertura do calendário vacinal completo para crianças de 2 anos (%),0,legado,saude,,,,,
Taxa de internação psiquiátrica por 100.000 hab.,0,legado,saude,,,,,
Número de Centros de Atenção Psicossocial por 100.000 hab.,0,legado,saude,,,,,
Prevalência de depressão na população adulta (%),0,legado,saude,,,,,
Prevalência de transtornos de ansiedade (%),0,legado,saude,,,,,
Cobertura de tratamento para transtornos mentais (%),0,legado,saude,,,,,
"Disability-adjusted life years from mental disorders per 100,000",0,legado,saude,,,,,
Taxa de dependência de álcool na população adulta (%),0,legado,saude,,,,,
Prevalência de uso nocivo de substâncias psicoativas (%),0,legado,saude,,,,,
Taxa de reinternação psiquiátrica em 30 dias (%),0,legado,saude,,,,,
Número de leitos em saúde mental por 100.000 hab.,0,legado,saude,,,,,
Prevalência de desnutrição crônica em menores de 5 anos (%),0,legado,saude,,,,,
Prevalência de obesidade em crianças e adolescentes (%),0,legado,saude,,,,,
Prevalência de deficiência de vitamina A em crianças (%),0,legado,saude,,,,,
Food insecurity prevalence (%),0,legado,saude,,,,,
Percentual de famílias em insegurança alimentar grave (%),0,legado,saude,,,,,
Prevalência de anemia ferropriva em crianças (%),0,legado,saude,,,,,
Body mass index (BMI) distribution in adult population,0,legado,saude,,,,,
Proportion of children with adequate dietary diversity (%),0,legado,saude,,,,,
Taxa de desmame precoce antes dos 6 meses (%),0,legado,saude,,,,,
Proporção de domicílios com segurança alimentar (%),0,legado,saude,,,,,
Percentual de domicílios com água potável canalizada (%),0,legado,saude,,,,,
Percentual de domicílios com esgotamento sanitário adequado (%),0,legado,saude,,,,,
Access to safe drinking water (% of population),0,legado,saude,,,,,
Access to basic sanitation facilities (% of population),0,legado,saude,,,,,
Open defecation rate (% of population),0,legado,saude,,,,,
Taxa de doenças de veiculação hídrica por 100.000 hab.,0,legado,saude,,,,,
Percentual de água tratada distribuída em conformidade com padrões (%),0,legado,saude,,,,,
